Settlement,StatisticGroup,StatisticGroupKod,Year,Count,NumResidents,CrimeRate,DistrictName
ג'סר א זרקא,עבירות מרמה,800,2022,13,15502,0.08%,חיפה
ג'סר א זרקא,עבירות נגד אדם,300,2022,9,15502,0.06%,חיפה
ג'סר א זרקא,עבירות נגד גוף,400,2022,330,15502,2.13%,חיפה
ג'סר א זרקא,עבירות סדר ציבורי,200,2022,635,15502,4.10%,חיפה
ג'סר א זרקא,עבירות רשוי,1100,2022,2,15502,0.01%,חיפה
ג'סר א זרקא,עבירות תנועה,10000,2022,15,15502,0.10%,חיפה
ג'סר א זרקא,שאר עבירות,1200,2022,1,15502,0.01%,חיפה
ג'סר א זרקא,כל העבירות,-2,2022,1628,15502,10.50%,חיפה
ג'ת,עבירות בטחון,100,2022,22,12645,0.17%,חיפה
ג'ת,עבירות כלכליות,900,2022,6,12645,0.05%,חיפה
ג'ת,עבירות כלפי המוסר,600,2022,19,12645,0.15%,חיפה
ג'ת,עבירות כלפי הרכוש,700,2022,71,12645,0.56%,חיפה
ג'ת,עבירות מין,500,2022,5,12645,0.04%,חיפה
ג'ת,עבירות מרמה,800,2022,10,12645,0.08%,חיפה
ג'ת,עבירות נגד אדם,300,2022,3,12645,0.02%,חיפה
ג'ת,עבירות נגד גוף,400,2022,52,12645,0.41%,חיפה
ג'ת,עבירות סדר ציבורי,200,2022,162,12645,1.28%,חיפה
ג'ת,עבירות רשוי,1100,2022,1,12645,0.01%,חיפה
ג'ת,עבירות תנועה,10000,2022,2,12645,0.02%,חיפה
ג'ת,כל העבירות,-2,2022,353,12645,2.79%,חיפה
גבעת שמואל,סעיפי הגדרה,1300,2022,3,28994,0.01%,מרכז
גבעת שמואל,עבירות בטחון,100,2022,2,28994,0.01%,מרכז
גבעת שמואל,עבירות כלכליות,900,2022,8,28994,0.03%,מרכז
גבעת שמואל,עבירות כלפי המוסר,600,2022,20,28994,0.07%,מרכז
גבעת שמואל,עבירות כלפי הרכוש,700,2022,304,28994,1.05%,מרכז
גבעת שמואל,עבירות מין,500,2022,12,28994,0.04%,מרכז
גבעת שמואל,עבירות מרמה,800,2022,39,28994,0.13%,מרכז
גבעת שמואל,עבירות נגד גוף,400,2022,92,28994,0.32%,מרכז
גבעת שמואל,עבירות סדר ציבורי,200,2022,192,28994,0.66%,מרכז
גבעת שמואל,עבירות תנועה,10000,2022,9,28994,0.03%,מרכז
גבעת שמואל,כל העבירות,-2,2022,681,28994,2.35%,מרכז
גבעתיים,סעיפי הגדרה,1300,2022,1,61924,0.00%,תל אביב
גבעתיים,עבירות בטחון,100,2022,2,61924,0.00%,תל אביב
גבעתיים,עבירות כלכליות,900,2022,21,61924,0.03%,תל אביב
גבעתיים,עבירות כלפי המוסר,600,2022,70,61924,0.11%,תל אביב
גבעתיים,עבירות כלפי הרכוש,700,2022,673,61924,1.09%,תל אביב
גבעתיים,עבירות מין,500,2022,27,61924,0.04%,תל אביב
גבעתיים,עבירות מרמה,800,2022,97,61924,0.16%,תל אביב
גבעתיים,עבירות נגד גוף,400,2022,179,61924,0.29%,תל אביב
גבעתיים,עבירות סדר ציבורי,200,2022,419,61924,0.68%,תל אביב
גבעתיים,עבירות רשוי,1100,2022,1,61924,0.00%,תל אביב
גבעתיים,עבירות תנועה,10000,2022,9,61924,0.01%,תל אביב
גבעתיים,כל העבירות,-2,2022,1499,61924,2.42%,תל אביב
גדרה,עבירות כלכליות,900,2022,9,31438,0.03%,מרכז
גדרה,עבירות כלפי המוסר,600,2022,34,31438,0.11%,מרכז
גדרה,עבירות כלפי הרכוש,700,2022,251,31438,0.80%,מרכז
גדרה,עבירות מין,500,2022,19,31438,0.06%,מרכז
גדרה,עבירות מרמה,800,2022,28,31438,0.09%,מרכז
גדרה,עבירות נגד אדם,300,2022,1,31438,0.00%,מרכז
גדרה,עבירות נגד גוף,400,2022,152,31438,0.48%,מרכז
גדרה,עבירות סדר ציבורי,200,2022,203,31438,0.65%,מרכז
גדרה,עבירות רשוי,1100,2022,5,31438,0.02%,מרכז
גדרה,עבירות תנועה,10000,2022,3,31438,0.01%,מרכז
גדרה,כל העבירות,-2,2022,705,31438,2.24%,מרכז
גן יבנה,עבירות בטחון,100,2022,5,24574,0.02%,מרכז
גן יבנה,עבירות כלכליות,900,2022,5,24574,0.02%,מרכז
גן יבנה,עבירות כלפי המוסר,600,2022,28,24574,0.11%,מרכז
גן יבנה,עבירות כלפי הרכוש,700,2022,200,24574,0.81%,מרכז
גן יבנה,עבירות מין,500,2022,16,24574,0.07%,מרכז
גן יבנה,עבירות מרמה,800,2022,27,24574,0.11%,מרכז
גן יבנה,עבירות נגד אדם,300,2022,1,24574,0.00%,מרכז
גן יבנה,עבירות נגד גוף,400,2022,93,24574,0.38%,מרכז
גן יבנה,עבירות סדר ציבורי,200,2022,245,24574,1.00%,מרכז
גן יבנה,עבירות רשוי,1100,2022,4,24574,0.02%,מרכז
גן יבנה,עבירות תנועה,10000,2022,4,24574,0.02%,מרכז
גן יבנה,כל העבירות,-2,2022,628,24574,2.56%,מרכז
גני תקווה,סעיפי הגדרה,1300,2022,1,23646,0.00%,מרכז
גני תקווה,עבירות בטחון,100,2022,1,23646,0.00%,מרכז
גני תקווה,עבירות כלכליות,900,2022,8,23646,0.03%,מרכז
גני תקווה,עבירות כלפי המוסר,600,2022,15,23646,0.06%,מרכז
גני תקווה,עבירות כלפי הרכוש,700,2022,186,23646,0.79%,מרכז
גני תקווה,עבירות מין,500,2022,12,23646,0.05%,מרכז
גני תקווה,עבירות מרמה,800,2022,31,23646,0.13%,מרכז
גני תקווה,עבירות נגד גוף,400,2022,55,23646,0.23%,מרכז
גני תקווה,עבירות סדר ציבורי,200,2022,127,23646,0.54%,מרכז
גני תקווה,עבירות תנועה,10000,2022,3,23646,0.01%,מרכז
גני תקווה,כל העבירות,-2,2022,439,23646,1.86%,מרכז
דאלית אל כרמל,עבירות בטחון,100,2022,3,18190,0.02%,חיפה
דאלית אל כרמל,עבירות כלכליות,900,2022,7,18190,0.04%,חיפה
דאלית אל כרמל,עבירות כלפי המוסר,600,2022,10,18190,0.05%,חיפה
דאלית אל כרמל,עבירות כלפי הרכוש,700,2022,120,18190,0.66%,חיפה
דאלית אל כרמל,עבירות מין,500,2022,2,18190,0.01%,חיפה
דאלית אל כרמל,עבירות מנהליות,1000,2022,1,18190,0.01%,חיפה
דאלית אל כרמל,עבירות מרמה,800,2022,23,18190,0.13%,חיפה
דאלית אל כרמל,עבירות נגד אדם,300,2022,1,18190,0.01%,חיפה
דאלית אל כרמל,עבירות נגד גוף,400,2022,92,18190,0.51%,חיפה
דאלית אל כרמל,עבירות סדר ציבורי,200,2022,197,18190,1.08%,חיפה
דאלית אל כרמל,עבירות רשוי,1100,2022,4,18190,0.02%,חיפה
דאלית אל כרמל,עבירות תנועה,10000,2022,3,18190,0.02%,חיפה
דאלית אל כרמל,שאר עבירות,1200,2022,1,18190,0.01%,חיפה
דאלית אל כרמל,כל העבירות,-2,2022,464,18190,2.55%,חיפה
דבוריה,סעיפי הגדרה,1300,2022,1,10831,0.01%,צפון
דבוריה,עבירות בטחון,100,2022,40,10831,0.37%,צפון
דבוריה,עבירות כלכליות,900,2022,6,10831,0.06%,צפון
דבוריה,עבירות כלפי המוסר,600,2022,21,10831,0.19%,צפון
דבוריה,עבירות כלפי הרכוש,700,2022,87,10831,0.80%,צפון
דבוריה,עבירות מין,500,2022,1,10831,0.01%,צפון
דבוריה,עבירות מרמה,800,2022,15,10831,0.14%,צפון
דבוריה,עבירות נגד אדם,300,2022,1,10831,0.01%,צפון
דבוריה,עבירות נגד גוף,400,2022,82,10831,0.76%,צפון
דבוריה,עבירות סדר ציבורי,200,2022,253,10831,2.34%,צפון
דבוריה,עבירות רשוי,1100,2022,4,10831,0.04%,צפון
דבוריה,עבירות תנועה,10000,2022,2,10831,0.02%,צפון
דבוריה,כל העבירות,-2,2022,513,10831,4.74%,צפון
דייר אל אסד,עבירות בטחון,100,2022,31,13078,0.24%,צפון
דייר אל אסד,עבירות כלכליות,900,2022,6,13078,0.05%,צפון
דייר אל אסד,עבירות כלפי המוסר,600,2022,26,13078,0.20%,צפון
דייר אל אסד,עבירות כלפי הרכוש,700,2022,94,13078,0.72%,צפון
דייר אל אסד,עבירות מין,500,2022,4,13078,0.03%,צפון
דייר אל אסד,עבירות מנהליות,1000,2022,3,13078,0.02%,צפון
דייר אל אסד,עבירות מרמה,800,2022,23,13078,0.18%,צפון
דייר אל אסד,עבירות נגד אדם,300,2022,3,13078,0.02%,צפון
דייר אל אסד,עבירות נגד גוף,400,2022,71,13078,0.54%,צפון
דייר אל אסד,עבירות סדר ציבורי,200,2022,190,13078,1.45%,צפון
דייר אל אסד,עבירות רשוי,1100,2022,4,13078,0.03%,צפון
דייר אל אסד,עבירות תנועה,10000,2022,1,13078,0.01%,צפון
דייר אל אסד,שאר עבירות,1200,2022,1,13078,0.01%,צפון
דייר אל אסד,כל העבירות,-2,2022,457,13078,3.49%,צפון
דייר חנא,עבירות בטחון,100,2022,8,10747,0.07%,צפון
דייר חנא,עבירות כלכליות,900,2022,2,10747,0.02%,צפון
דייר חנא,עבירות כלפי המוסר,600,2022,23,10747,0.21%,צפון
דייר חנא,עבירות כלפי הרכוש,700,2022,75,10747,0.70%,צפון
דייר חנא,עבירות מרמה,800,2022,9,10747,0.08%,צפון
דייר חנא,עבירות נגד אדם,300,2022,1,10747,0.01%,צפון
דייר חנא,עבירות נגד גוף,400,2022,68,10747,0.63%,צפון
דייר חנא,עבירות סדר ציבורי,200,2022,135,10747,1.26%,צפון
דייר חנא,עבירות רשוי,1100,2022,1,10747,0.01%,צפון
דייר חנא,עבירות תנועה,10000,2022,3,10747,0.03%,צפון
דייר חנא,כל העבירות,-2,2022,325,10747,3.02%,צפון
דימונה,סעיפי הגדרה,1300,2022,2,36776,0.01%,דרום
דימונה,עבירות בטחון,100,2022,27,36776,0.07%,דרום
דימונה,עבירות כלכליות,900,2022,9,36776,0.02%,דרום
דימונה,עבירות כלפי המוסר,600,2022,176,36776,0.48%,דרום
דימונה,עבירות כלפי הרכוש,700,2022,847,36776,2.30%,דרום
דימונה,עבירות מין,500,2022,53,36776,0.14%,דרום
דימונה,עבירות מנהליות,1000,2022,1,36776,0.00%,דרום
דימונה,עבירות מרמה,800,2022,123,36776,0.33%,דרום
דימונה,עבירות נגד אדם,300,2022,2,36776,0.01%,דרום
דימונה,עבירות נגד גוף,400,2022,475,36776,1.29%,דרום
דימונה,עבירות סדר ציבורי,200,2022,1018,36776,2.77%,דרום
דימונה,עבירות רשוי,1100,2022,4,36776,0.01%,דרום
דימונה,עבירות תנועה,10000,2022,16,36776,0.04%,דרום
דימונה,שאר עבירות,1200,2022,1,36776,0.00%,דרום
דימונה,כל העבירות,-2,2022,2754,36776,7.49%,דרום
הוד השרון,סעיפי הגדרה,1300,2022,2,65614,0.00%,מרכז
הוד השרון,עבירות בטחון,100,2022,3,65614,0.00%,מרכז
הוד השרון,עבירות כלכליות,900,2022,5,65614,0.01%,מרכז
הוד השרון,עבירות כלפי המוסר,600,2022,84,65614,0.13%,מרכז
הוד השרון,עבירות כלפי הרכוש,700,2022,921,65614,1.40%,מרכז
הוד השרון,עבירות מין,500,2022,32,65614,0.05%,מרכז
הוד השרון,עבירות מרמה,800,2022,54,65614,0.08%,מרכז
הוד השרון,עבירות נגד גוף,400,2022,187,65614,0.29%,מרכז
הוד השרון,עבירות סדר ציבורי,200,2022,439,65614,0.67%,מרכז
הוד השרון,עבירות רשוי,1100,2022,10,65614,0.02%,מרכז
הוד השרון,עבירות תנועה,10000,2022,23,65614,0.04%,מרכז
הוד השרון,כל העבירות,-2,2022,1760,65614,2.68%,מרכז
הרצליה,סעיפי הגדרה,1300,2022,5,106741,0.00%,תל אביב
הרצליה,עבירות בטחון,100,2022,9,106741,0.01%,תל אביב
הרצליה,עבירות כלכליות,900,2022,36,106741,0.03%,תל אביב
הרצליה,עבירות כלפי המוסר,600,2022,215,106741,0.20%,תל אביב
הרצליה,עבירות כלפי הרכוש,700,2022,1827,106741,1.71%,תל אביב
הרצליה,עבירות מין,500,2022,78,106741,0.07%,תל אביב
הרצליה,עבירות מנהליות,1000,2022,4,106741,0.00%,תל אביב
הרצליה,עבירות מרמה,800,2022,182,106741,0.17%,תל אביב
הרצליה,עבירות נגד אדם,300,2022,8,106741,0.01%,תל אביב
הרצליה,עבירות נגד גוף,400,2022,478,106741,0.45%,תל אביב
הרצליה,עבירות סדר ציבורי,200,2022,1047,106741,0.98%,תל אביב
הרצליה,עבירות רשוי,1100,2022,13,106741,0.01%,תל אביב
הרצליה,עבירות תנועה,10000,2022,44,106741,0.04%,תל אביב
הרצליה,שאר עבירות,1200,2022,1,106741,0.00%,תל אביב
הרצליה,כל העבירות,-2,2022,3947,106741,3.70%,תל אביב
זכרון יעקב,עבירות בטחון,100,2022,4,24145,0.02%,חיפה
זכרון יעקב,עבירות כלכליות,900,2022,7,24145,0.03%,חיפה
זכרון יעקב,עבירות כלפי המוסר,600,2022,36,24145,0.15%,חיפה
זכרון יעקב,עבירות כלפי הרכוש,700,2022,272,24145,1.13%,חיפה
זכרון יעקב,עבירות מין,500,2022,19,24145,0.08%,חיפה
זכרון יעקב,עבירות מרמה,800,2022,22,24145,0.09%,חיפה
זכרון יעקב,עבירות נגד גוף,400,2022,94,24145,0.39%,חיפה
זכרון יעקב,עבירות סדר ציבורי,200,2022,213,24145,0.88%,חיפה
זכרון יעקב,עבירות רשוי,1100,2022,1,24145,0.00%,חיפה
זכרון יעקב,עבירות תנועה,10000,2022,3,24145,0.01%,חיפה
זכרון יעקב,כל העבירות,-2,2022,671,24145,2.78%,חיפה
זמר,עבירות בטחון,100,2022,30,7457,0.40%,מרכז
זמר,עבירות כלפי המוסר,600,2022,11,7457,0.15%,מרכז
זמר,עבירות כלפי הרכוש,700,2022,53,7457,0.71%,מרכז
זמר,עבירות מין,500,2022,1,7457,0.01%,מרכז
זמר,עבירות מרמה,800,2022,2,7457,0.03%,מרכז
זמר,עבירות נגד גוף,400,2022,40,7457,0.54%,מרכז
זמר,עבירות סדר ציבורי,200,2022,187,7457,2.51%,מרכז
זמר,עבירות תנועה,10000,2022,3,7457,0.04%,מרכז
זמר,כל העבירות,-2,2022,327,7457,4.39%,מרכז
זרזיר,עבירות בטחון,100,2022,33,8565,0.39%,צפון
זרזיר,עבירות כלכליות,900,2022,1,8565,0.01%,צפון
זרזיר,עבירות כלפי המוסר,600,2022,12,8565,0.14%,צפון
זרזיר,עבירות כלפי הרכוש,700,2022,85,8565,0.99%,צפון
זרזיר,עבירות מרמה,800,2022,14,8565,0.16%,צפון
זרזיר,עבירות נגד אדם,300,2022,4,8565,0.05%,צפון
זרזיר,עבירות נגד גוף,400,2022,85,8565,0.99%,צפון
זרזיר,עבירות סדר ציבורי,200,2022,261,8565,3.05%,צפון
זרזיר,עבירות רשוי,1100,2022,2,8565,0.02%,צפון
זרזיר,עבירות תנועה,10000,2022,2,8565,0.02%,צפון
זרזיר,שאר עבירות,1200,2022,1,8565,0.01%,צפון
זרזיר,כל העבירות,-2,2022,500,8565,5.84%,צפון
חדרה,סעיפי הגדרה,1300,2022,5,103041,0.00%,חיפה
חדרה,עבירות בטחון,100,2022,27,103041,0.03%,חיפה
חדרה,עבירות כלכליות,900,2022,72,103041,0.07%,חיפה
חדרה,עבירות כלפי המוסר,600,2022,279,103041,0.27%,חיפה
חדרה,עבירות כלפי הרכוש,700,2022,1709,103041,1.66%,חיפה
חדרה,עבירות מין,500,2022,80,103041,0.08%,חיפה
חדרה,עבירות מנהליות,1000,2022,1,103041,0.00%,חיפה
חדרה,עבירות מרמה,800,2022,213,103041,0.21%,חיפה
חדרה,עבירות נגד אדם,300,2022,4,103041,0.00%,חיפה
חדרה,עבירות נגד גוף,400,2022,823,103041,0.80%,חיפה
חדרה,עבירות סדר ציבורי,200,2022,1629,103041,1.58%,חיפה
חדרה,עבירות רשוי,1100,2022,5,103041,0.00%,חיפה
חדרה,עבירות תנועה,10000,2022,26,103041,0.03%,חיפה
חדרה,שאר עבירות,1200,2022,1,103041,0.00%,חיפה
חדרה,כל העבירות,-2,2022,4874,103041,4.73%,חיפה
חולון,סעיפי הגדרה,1300,2022,8,197957,0.00%,תל אביב
חולון,עבירות בטחון,100,2022,23,197957,0.01%,תל אביב
חולון,עבירות כלכליות,900,2022,144,197957,0.07%,תל אביב
חולון,עבירות כלפי המוסר,600,2022,251,197957,0.13%,תל אביב
חולון,עבירות כלפי הרכוש,700,2022,2932,197957,1.48%,תל אביב
חולון,עבירות מין,500,2022,106,197957,0.05%,תל אביב
חולון,עבירות מנהליות,1000,2022,1,197957,0.00%,תל אביב
חולון,עבירות מרמה,800,2022,444,197957,0.22%,תל אביב
חולון,עבירות נגד אדם,300,2022,9,197957,0.00%,תל אביב
חולון,עבירות נגד גוף,400,2022,1102,197957,0.56%,תל אביב
חולון,עבירות סדר ציבורי,200,2022,2254,197957,1.14%,תל אביב
חולון,עבירות רשוי,1100,2022,10,197957,0.01%,תל אביב
חולון,עבירות תנועה,10000,2022,116,197957,0.06%,תל אביב
חולון,כל העבירות,-2,2022,7400,197957,3.74%,תל אביב
חורה,עבירות בטחון,100,2022,44,24822,0.18%,דרום
חורה,עבירות כלכליות,900,2022,6,24822,0.02%,דרום
חורה,עבירות כלפי המוסר,600,2022,7,24822,0.03%,דרום
חורה,עבירות כלפי הרכוש,700,2022,221,24822,0.89%,דרום
חורה,עבירות מין,500,2022,3,24822,0.01%,דרום
חורה,עבירות מרמה,800,2022,24,24822,0.10%,דרום
חורה,עבירות נגד אדם,300,2022,8,24822,0.03%,דרום
חורה,עבירות נגד גוף,400,2022,157,24822,0.63%,דרום
חורה,עבירות סדר ציבורי,200,2022,324,24822,1.31%,דרום
חורה,עבירות רשוי,1100,2022,17,24822,0.07%,דרום
חורה,עבירות תנועה,10000,2022,3,24822,0.01%,דרום
חורה,כל העבירות,-2,2022,814,24822,3.28%,דרום
חורפיש,עבירות בטחון,100,2022,4,6639,0.06%,צפון
חורפיש,עבירות כלכליות,900,2022,1,6639,0.02%,צפון
חורפיש,עבירות כלפי הרכוש,700,2022,21,6639,0.32%,צפון
חורפיש,עבירות מרמה,800,2022,11,6639,0.17%,צפון
חורפיש,עבירות נגד גוף,400,2022,16,6639,0.24%,צפון
חורפיש,עבירות סדר ציבורי,200,2022,35,6639,0.53%,צפון
חורפיש,כל העבירות,-2,2022,88,6639,1.33%,צפון
חיפה,סעיפי הגדרה,1300,2022,31,290306,0.01%,חיפה
חיפה,עבירות בטחון,100,2022,81,290306,0.03%,חיפה
חיפה,עבירות כלכליות,900,2022,231,290306,0.08%,חיפה
חיפה,עבירות כלפי המוסר,600,2022,886,290306,0.31%,חיפה
חיפה,עבירות כלפי הרכוש,700,2022,5273,290306,1.82%,חיפה
חיפה,עבירות מין,500,2022,187,290306,0.06%,חיפה
חיפה,עבירות מנהליות,1000,2022,13,290306,0.00%,חיפה
חיפה,עבירות מרמה,800,2022,760,290306,0.26%,חיפה
חיפה,עבירות נגד אדם,300,2022,9,290306,0.00%,חיפה
חיפה,עבירות נגד גוף,400,2022,2115,290306,0.73%,חיפה
חיפה,עבירות סדר ציבורי,200,2022,4547,290306,1.57%,חיפה
חיפה,עבירות רשוי,1100,2022,44,290306,0.02%,חיפה
חיפה,עבירות תנועה,10000,2022,52,290306,0.02%,חיפה
חיפה,שאר עבירות,1200,2022,4,290306,0.00%,חיפה
חיפה,כל העבירות,-2,2022,14233,290306,4.90%,חיפה
חצור הגלילית,עבירות בטחון,100,2022,2,10047,0.02%,צפון
חצור הגלילית,עבירות כלכליות,900,2022,8,10047,0.08%,צפון
חצור הגלילית,עבירות כלפי המוסר,600,2022,46,10047,0.46%,צפון
חצור הגלילית,עבירות כלפי הרכוש,700,2022,111,10047,1.10%,צפון
חצור הגלילית,עבירות מין,500,2022,7,10047,0.07%,צפון
חצור הגלילית,עבירות מרמה,800,2022,30,10047,0.30%,צפון
חצור הגלילית,עבירות נגד אדם,300,2022,1,10047,0.01%,צפון
חצור הגלילית,עבירות נגד גוף,400,2022,68,10047,0.68%,צפון
חצור הגלילית,עבירות סדר ציבורי,200,2022,158,10047,1.57%,צפון
חצור הגלילית,עבירות תנועה,10000,2022,8,10047,0.08%,צפון
חצור הגלילית,כל העבירות,-2,2022,439,10047,4.37%,צפון
חריש,סעיפי הגדרה,1300,2022,1,33380,0.00%,חיפה
חריש,עבירות בטחון,100,2022,12,33380,0.04%,חיפה
חריש,עבירות כלכליות,900,2022,12,33380,0.04%,חיפה
חריש,עבירות כלפי המוסר,600,2022,65,33380,0.19%,חיפה
חריש,עבירות כלפי הרכוש,700,2022,300,33380,0.90%,חיפה
חריש,עבירות מין,500,2022,15,33380,0.04%,חיפה
חריש,עבירות מנהליות,1000,2022,1,33380,0.00%,חיפה
חריש,עבירות מרמה,800,2022,31,33380,0.09%,חיפה
חריש,עבירות נגד גוף,400,2022,202,33380,0.61%,חיפה
חריש,עבירות סדר ציבורי,200,2022,351,33380,1.05%,חיפה
חריש,עבירות תנועה,10000,2022,12,33380,0.04%,חיפה
חריש,כל העבירות,-2,2022,1002,33380,3.00%,חיפה
טבריה,עבירות בטחון,100,2022,26,48472,0.05%,צפון
טבריה,עבירות כלכליות,900,2022,42,48472,0.09%,צפון
טבריה,עבירות כלפי המוסר,600,2022,317,48472,0.65%,צפון
טבריה,עבירות כלפי הרכוש,700,2022,815,48472,1.68%,צפון
טבריה,עבירות מין,500,2022,73,48472,0.15%,צפון
טבריה,עבירות מרמה,800,2022,89,48472,0.18%,צפון
טבריה,עבירות נגד אדם,300,2022,3,48472,0.01%,צפון
טבריה,עבירות נגד גוף,400,2022,561,48472,1.16%,צפון
טבריה,עבירות סדר ציבורי,200,2022,1131,48472,2.33%,צפון
טבריה,עבירות רשוי,1100,2022,10,48472,0.02%,צפון
טבריה,עבירות תנועה,10000,2022,14,48472,0.03%,צפון
טבריה,שאר עבירות,1200,2022,1,48472,0.00%,צפון
טבריה,כל העבירות,-2,2022,3082,48472,6.36%,צפון
טובא זנגריה,עבירות בטחון,100,2022,53,7095,0.75%,צפון
טובא זנגריה,עבירות כלכליות,900,2022,4,7095,0.06%,צפון
טובא זנגריה,עבירות כלפי המוסר,600,2022,34,7095,0.48%,צפון
טובא זנגריה,עבירות כלפי הרכוש,700,2022,100,7095,1.41%,צפון
טובא זנגריה,עבירות מין,500,2022,3,7095,0.04%,צפון
טובא זנגריה,עבירות מרמה,800,2022,12,7095,0.17%,צפון
טובא זנגריה,עבירות נגד אדם,300,2022,3,7095,0.04%,צפון
טובא זנגריה,עבירות נגד גוף,400,2022,100,7095,1.41%,צפון
טובא זנגריה,עבירות סדר ציבורי,200,2022,265,7095,3.74%,צפון
טובא זנגריה,עבירות רשוי,1100,2022,2,7095,0.03%,צפון
טובא זנגריה,עבירות תנועה,10000,2022,2,7095,0.03%,צפון
טובא זנגריה,כל העבירות,-2,2022,578,7095,8.15%,צפון
טורעאן,עבירות בטחון,100,2022,37,14809,0.25%,צפון
טורעאן,עבירות כלכליות,900,2022,6,14809,0.04%,צפון
טורעאן,עבירות כלפי המוסר,600,2022,28,14809,0.19%,צפון
טורעאן,עבירות כלפי הרכוש,700,2022,100,14809,0.68%,צפון
טורעאן,עבירות מין,500,2022,5,14809,0.03%,צפון
טורעאן,עבירות מרמה,800,2022,10,14809,0.07%,צפון
טורעאן,עבירות נגד גוף,400,2022,105,14809,0.71%,צפון
טורעאן,עבירות סדר ציבורי,200,2022,256,14809,1.73%,צפון
טורעאן,עבירות רשוי,1100,2022,2,14809,0.01%,צפון
טורעאן,עבירות תנועה,10000,2022,3,14809,0.02%,צפון
טורעאן,כל העבירות,-2,2022,552,14809,3.73%,צפון
טייבה,סעיפי הגדרה,1300,2022,1,46020,0.00%,מרכז
טייבה,עבירות בטחון,100,2022,85,46020,0.18%,מרכז
טייבה,עבירות כלכליות,900,2022,69,46020,0.15%,מרכז
טייבה,עבירות כלפי המוסר,600,2022,145,46020,0.32%,מרכז
טייבה,עבירות כלפי הרכוש,700,2022,378,46020,0.82%,מרכז
טייבה,עבירות מין,500,2022,11,46020,0.02%,מרכז
טייבה,עבירות מרמה,800,2022,90,46020,0.20%,מרכז
טייבה,עבירות נגד אדם,300,2022,5,46020,0.01%,מרכז
טייבה,עבירות נגד גוף,400,2022,325,46020,0.71%,מרכז
טייבה,עבירות סדר ציבורי,200,2022,899,46020,1.95%,מרכז
טייבה,עבירות רשוי,1100,2022,13,46020,0.03%,מרכז
טייבה,עבירות תנועה,10000,2022,21,46020,0.05%,מרכז
טייבה,כל העבירות,-2,2022,2042,46020,4.44%,מרכז
טירה,סעיפי הגדרה,1300,2022,4,27802,0.01%,מרכז
טירה,עבירות בטחון,100,2022,50,27802,0.18%,מרכז
טירה,עבירות כלכליות,900,2022,10,27802,0.04%,מרכז
טירה,עבירות כלפי המוסר,600,2022,52,27802,0.19%,מרכז
טירה,עבירות כלפי הרכוש,700,2022,399,27802,1.44%,מרכז
טירה,עבירות מין,500,2022,10,27802,0.04%,מרכז
טירה,עבירות מנהליות,1000,2022,1,27802,0.00%,מרכז
טירה,עבירות מרמה,800,2022,64,27802,0.23%,מרכז
טירה,עבירות נגד אדם,300,2022,5,27802,0.02%,מרכז
טירה,עבירות נגד גוף,400,2022,303,27802,1.09%,מרכז
טירה,עבירות סדר ציבורי,200,2022,785,27802,2.82%,מרכז
טירה,עבירות רשוי,1100,2022,13,27802,0.05%,מרכז
טירה,עבירות תנועה,10000,2022,3,27802,0.01%,מרכז
טירה,כל העבירות,-2,2022,1699,27802,6.11%,מרכז
טירת כרמל,סעיפי הגדרה,1300,2022,1,28753,0.00%,חיפה
טירת כרמל,עבירות בטחון,100,2022,10,28753,0.03%,חיפה
טירת כרמל,עבירות כלכליות,900,2022,8,28753,0.03%,חיפה
טירת כרמל,עבירות כלפי המוסר,600,2022,125,28753,0.43%,חיפה
טירת כרמל,עבירות כלפי הרכוש,700,2022,163,28753,0.57%,חיפה
טירת כרמל,עבירות מין,500,2022,8,28753,0.03%,חיפה
טירת כרמל,עבירות מרמה,800,2022,31,28753,0.11%,חיפה
טירת כרמל,עבירות נגד אדם,300,2022,3,28753,0.01%,חיפה
טירת כרמל,עבירות נגד גוף,400,2022,145,28753,0.50%,חיפה
טירת כרמל,עבירות סדר ציבורי,200,2022,370,28753,1.29%,חיפה
טירת כרמל,עבירות רשוי,1100,2022,11,28753,0.04%,חיפה
טירת כרמל,עבירות תנועה,10000,2022,3,28753,0.01%,חיפה
טירת כרמל,שאר עבירות,1200,2022,1,28753,0.00%,חיפה
טירת כרמל,כל העבירות,-2,2022,879,28753,3.06%,חיפה
טמרה,עבירות בטחון,100,2022,77,35834,0.21%,צפון
טמרה,עבירות כלכליות,900,2022,19,35834,0.05%,צפון
טמרה,עבירות כלפי המוסר,600,2022,141,35834,0.39%,צפון
טמרה,עבירות כלפי הרכוש,700,2022,394,35834,1.10%,צפון
טמרה,עבירות מין,500,2022,5,35834,0.01%,צפון
טמרה,עבירות מרמה,800,2022,50,35834,0.14%,צפון
טמרה,עבירות נגד אדם,300,2022,3,35834,0.01%,צפון
טמרה,עבירות נגד גוף,400,2022,252,35834,0.70%,צפון
טמרה,עבירות סדר ציבורי,200,2022,934,35834,2.61%,צפון
טמרה,עבירות רשוי,1100,2022,5,35834,0.01%,צפון
טמרה,עבירות תנועה,10000,2022,54,35834,0.15%,צפון
טמרה,כל העבירות,-2,2022,1934,35834,5.40%,צפון
יאנוח-ג'ת,עבירות בטחון,100,2022,7,6930,0.10%,צפון
יאנוח-ג'ת,עבירות כלכליות,900,2022,1,6930,0.01%,צפון
